hhid,num_inds,children_ind,hh_income_ind,age_ind,home_value_ind,state,total_amount_before_campaign,total_amount_during_campaign,total_transactions
25847,10,0,101 to 150,noValue,noValue,NY,3.56,0.0,2
25856,12,0,0 to 50,noValue,noValue,CA,5.31,5.23,2
25861,22,2+,51 to 100,noValue,noValue,PA,6.97,0.54,3
25863,5,1,0 to 50,noValue,noValue,NY,5.79,9.07,4
25864,20,0,0 to 50,noValue,noValue,SC,8.16,5.86,4
25869,15,2+,0 to 50,noValue,0 to 100,WV,0.49,2.06,3
25871,15,0,0 to 50,65+,noValue,CA,0.0,2.55,3
25875,15,0,101 to 150,50-59,noValue,CA,4.74,7.32,3
25883,8,0,51 to 100,noValue,noValue,OH,3.63,3.47,3
25887,8,2+,101 to 150,noValue,noValue,NY,2.64,3.96,3
25906,11,2+,101 to 150,noValue,noValue,MI,3.2,3.61,6
25907,19,0,101 to 150,50-59,201 to 500,NY,9.46,7.18,5
25908,11,2+,noValue,40-49,noValue,NH,6.52,4.22,5
25913,8,2+,51 to 100,40-49,noValue,NJ,3.49,6.05,6
25915,9,2+,51 to 100,noValue,101 to 200,IN,0.09,6.21,3
25917,3,2+,151+,40-49,101 to 200,MI,4.05,6.62,2
25927,10,2+,0 to 50,60-64,101 to 200,FL,3.55,0.0,2
25929,10,2+,0 to 50,40-49,noValue,NC,1.27,3.7,3
25937,13,0,0 to 50,noValue,noValue,FL,1.51,11.77,3
25939,10,0,0 to 50,60-64,noValue,MI,3.34,1.85,2
25941,17,0,51 to 100,noValue,201 to 500,CA,2.98,0.0,2
25943,10,0,51 to 100,noValue,101 to 200,SC,2.38,1.23,2
25948,6,2+,51 to 100,30-39,noValue,SC,9.46,2.82,4
25951,8,1,0 to 50,50-59,noValue,PA,5.64,7.97,4
25956,7,0,51 to 100,65+,noValue,PA,11.24,6.89,8
25958,6,2+,noValue,40-49,noValue,VA,3.1,3.72,3
25964,11,0,101 to 150,60-64,201 to 500,CA,10.18,2.52,8
25973,10,2+,101 to 150,40-49,noValue,NY,6.48,3.18,4
25983,16,0,0 to 50,50-59,101 to 200,CA,3.77,10.67,6
25984,6,0,0 to 50,65+,201 to 500,NY,12.75,1.5,6
25986,16,2+,0 to 50,50-59,201 to 500,OR,6.57,2.99,3
25988,24,2+,0 to 50,65+,noValue,SC,3.55,6.46,3
25990,23,1,0 to 50,30-39,noValue,GA,0.0,4.42,2
25991,11,2+,51 to 100,50-59,101 to 200,KY,6.53,3.68,4
25993,6,2+,noValue,noValue,noValue,MI,16.16,1.75,6
25995,29,0,101 to 150,65+,201 to 500,MD,6.34,5.93,6
25996,6,1,51 to 100,30-39,0 to 100,NY,14.94,6.46,4
26000,20,0,101 to 150,50-59,201 to 500,NY,9.08,4.68,7
26006,9,1,0 to 50,65+,noValue,IN,3.16,0.0,2
26007,12,2+,0 to 50,40-49,noValue,GA,5.25,5.27,3
26014,10,2+,51 to 100,noValue,201 to 500,NY,10.06,0.75,5
26020,9,2+,51 to 100,40-49,noValue,VA,2.87,3.55,4
26027,20,0,0 to 50,20-29,noValue,MD,8.04,3.67,4
26036,6,0,51 to 100,50-59,noValue,NC,12.65,5.12,4
26040,10,2+,101 to 150,40-49,noValue,NC,9.45,3.7,2
26041,14,2+,noValue,40-49,201 to 500,CA,1.57,5.27,3
26044,11,0,101 to 150,50-59,noValue,MI,4.93,2.74,3
26057,7,2+,101 to 150,noValue,101 to 200,LA,3.26,7.55,4
26059,13,2+,0 to 50,noValue,101 to 200,VA,1.87,4.84,3
26061,3,2+,51 to 100,40-49,noValue,PA,5.63,4.5,4
26063,23,0,51 to 100,noValue,501+,CA,2.21,4.52,4
26066,14,2+,101 to 150,noValue,noValue,NY,4.51,3.36,2
26068,4,0,51 to 100,65+,noValue,CA,20.87,0.56,8
26070,17,1,51 to 100,50-59,noValue,GA,3.59,7.24,2
26071,13,0,51 to 100,50-59,201 to 500,MD,4.23,1.67,5
26075,1,2+,51 to 100,noValue,101 to 200,GA,2.54,2.05,4
26077,11,2+,51 to 100,40-49,noValue,OH,1.66,4.2,3
26078,13,2+,101 to 150,noValue,noValue,CA,2.29,3.17,3
26082,7,2+,0 to 50,30-39,0 to 100,AZ,12.73,2.57,5
26085,11,0,0 to 50,noValue,noValue,NY,13.84,4.07,6
26091,12,1,51 to 100,65+,noValue,MA,17.99,11.98,7
26094,7,2+,51 to 100,40-49,noValue,MI,13.41,0.0,5
26095,13,0,51 to 100,noValue,noValue,MI,5.22,1.89,6
26100,4,2+,0 to 50,40-49,noValue,IN,10.02,9.37,3
26104,7,2+,0 to 50,noValue,101 to 200,FL,2.91,6.62,4
26109,5,0,51 to 100,30-39,101 to 200,LA,3.15,10.94,3
26120,19,2+,151+,noValue,201 to 500,MD,5.12,3.52,2
26126,6,0,51 to 100,50-59,101 to 200,IN,0.0,0.0,2
26130,14,2+,51 to 100,noValue,noValue,IN,2.54,3.54,2
26134,10,2+,151+,noValue,noValue,FL,6.69,2.94,9
26150,10,2+,51 to 100,40-49,101 to 200,MI,3.25,0.95,2
26153,14,0,noValue,20-29,noValue,NY,23.44,4.33,6
26155,10,2+,51 to 100,40-49,noValue,NH,0.0,3.9,2
26156,8,1,0 to 50,20-29,noValue,CA,18.06,3.67,5
26166,11,0,51 to 100,noValue,noValue,FL,5.7,4.22,3
26168,7,2+,101 to 150,40-49,noValue,MI,2.13,4.18,4
26169,15,1,51 to 100,noValue,noValue,OH,3.25,2.16,2
26170,18,2+,101 to 150,40-49,noValue,MS,3.48,11.23,4
26180,9,2+,noValue,noValue,noValue,CA,2.4,7.25,3
26182,11,1,51 to 100,30-39,noValue,CA,7.38,14.09,4
26190,17,2+,noValue,40-49,noValue,CA,4.32,5.14,4
26192,13,0,0 to 50,40-49,101 to 200,NY,14.98,0.52,4
26194,15,2+,101 to 150,40-49,noValue,PA,8.43,4.29,3
26195,17,1,151+,60-64,501+,NY,11.45,5.99,4
26209,16,0,0 to 50,20-29,noValue,CT,4.3,1.27,4
26210,5,1,0 to 50,30-39,noValue,MD,6.65,12.0,5
26231,13,2+,101 to 150,40-49,noValue,NY,12.7,2.46,7
26232,6,2+,151+,40-49,noValue,MI,3.06,5.71,3
26238,9,2+,51 to 100,noValue,101 to 200,NC,1.66,1.55,3
26243,2,0,0 to 50,noValue,101 to 200,CT,1.22,1.48,5
26245,15,2+,51 to 100,noValue,noValue,CO,8.72,3.17,7
26248,6,2+,0 to 50,40-49,noValue,OH,1.07,0.25,2
26250,11,2+,0 to 50,noValue,0 to 100,PA,5.08,3.01,3
26254,14,0,51 to 100,50-59,noValue,PA,2.11,2.23,2
26255,18,0,101 to 150,noValue,101 to 200,MI,5.75,3.16,4
26258,7,2+,noValue,noValue,noValue,LA,17.61,2.47,6
26259,11,2+,51 to 100,30-39,noValue,MI,1.77,0.85,2
26263,9,1,51 to 100,noValue,noValue,FL,15.27,3.64,6
26266,15,0,0 to 50,65+,noValue,NY,2.99,1.35,3
26276,21,0,101 to 150,noValue,noValue,NY,2.36,5.16,2
26279,5,2+,51 to 100,30-39,noValue,OH,3.85,1.99,3
26280,16,2+,0 to 50,30-39,noValue,CA,5.15,0.0,5
26286,13,2+,151+,40-49,noValue,NY,11.55,4.82,5
26288,7,2+,151+,40-49,noValue,SC,2.79,7.86,6
26292,17,0,51 to 100,60-64,noValue,NC,3.8,2.14,2
26294,24,0,0 to 50,50-59,noValue,MA,5.11,0.58,5
26299,14,2+,51 to 100,40-49,noValue,CT,7.28,0.0,3
26302,12,1,0 to 50,40-49,noValue,NY,2.35,2.41,3
26311,12,0,0 to 50,50-59,noValue,NY,7.84,4.75,4
26320,11,2+,51 to 100,65+,noValue,NC,8.06,3.31,5
26327,12,0,0 to 50,60-64,noValue,TX,0.0,2.08,2
26328,8,2+,0 to 50,40-49,noValue,NJ,6.09,10.2,6
26333,15,1,51 to 100,60-64,201 to 500,NJ,9.93,1.41,5
26334,6,1,51 to 100,18-19,noValue,MO,9.57,5.57,4
26335,4,2+,0 to 50,noValue,noValue,NY,7.01,1.23,3
26339,5,0,51 to 100,65+,noValue,NY,3.53,9.14,2
26345,4,1,51 to 100,20-29,noValue,VT,1.05,0.0,3
26347,16,0,0 to 50,20-29,noValue,DE,18.21,4.31,6
26358,17,1,noValue,50-59,noValue,FL,9.09,9.02,6
26359,14,0,51 to 100,noValue,101 to 200,NC,11.13,12.73,8
26360,9,2+,51 to 100,noValue,noValue,PA,5.7,6.16,3
26361,10,2+,0 to 50,30-39,noValue,MI,17.63,2.76,5
26362,13,2+,101 to 150,40-49,noValue,NY,7.3,2.74,4
26364,10,2+,51 to 100,40-49,noValue,NY,4.33,4.19,5
26365,15,0,51 to 100,30-39,noValue,CA,12.53,1.89,9
26371,7,2+,51 to 100,30-39,101 to 200,MD,3.89,3.2,2
26373,11,1,0 to 50,noValue,noValue,CA,9.43,0.0,4
26376,6,1,0 to 50,40-49,0 to 100,FL,10.91,1.8,5
26378,6,1,0 to 50,noValue,noValue,FL,7.58,9.38,4
26383,11,1,51 to 100,40-49,201 to 500,CA,3.76,0.13,4
26388,19,0,noValue,30-39,101 to 200,CT,0.0,6.55,2
26392,15,2+,0 to 50,noValue,noValue,CA,6.31,4.4,3
26397,9,2+,51 to 100,50-59,noValue,NY,14.74,5.58,6
26409,14,1,101 to 150,50-59,noValue,MI,0.86,6.72,4
26410,7,1,51 to 100,noValue,noValue,WA,4.56,3.51,3
26411,9,2+,51 to 100,40-49,noValue,FL,5.1,7.06,4
26412,14,0,51 to 100,50-59,noValue,IL,5.46,2.77,3
26415,7,0,0 to 50,20-29,noValue,OH,5.96,8.23,5
26416,15,1,101 to 150,50-59,noValue,MD,8.83,7.49,3
26417,29,0,51 to 100,60-64,noValue,MA,1.94,1.86,2
26422,28,0,0 to 50,20-29,noValue,NY,12.27,0.97,6
26425,9,2+,0 to 50,65+,noValue,MI,1.54,0.0,3
26428,18,2+,0 to 50,20-29,noValue,NY,8.57,11.48,4
26429,3,0,0 to 50,noValue,noValue,FL,0.32,3.45,2
26430,10,0,51 to 100,50-59,201 to 500,CA,2.45,6.05,4
26431,10,1,0 to 50,30-39,noValue,AL,1.3,0.0,4
26437,14,2+,0 to 50,noValue,noValue,CA,9.48,1.18,3
26443,6,2+,0 to 50,noValue,noValue,NJ,11.87,9.28,4
26444,16,0,0 to 50,30-39,noValue,NC,10.72,5.27,3
26446,6,2+,0 to 50,noValue,noValue,OH,4.61,22.26,6
26447,16,2+,noValue,noValue,noValue,CA,4.21,7.86,3
26453,20,0,51 to 100,60-64,noValue,NY,2.53,1.03,3
26454,12,0,101 to 150,noValue,noValue,GA,10.42,5.67,5
26463,9,0,noValue,40-49,noValue,CA,3.54,0.0,2
26464,26,1,151+,30-39,201 to 500,NJ,0.46,0.19,3
26465,17,2+,51 to 100,20-29,201 to 500,NY,6.24,6.72,3
26468,15,0,101 to 150,65+,201 to 500,CA,3.94,3.44,2
26471,14,2+,51 to 100,noValue,101 to 200,SC,18.83,14.13,7
26474,11,1,noValue,20-29,noValue,CA,3.44,3.04,3
26480,6,1,51 to 100,30-39,noValue,GA,4.06,7.26,3
26481,7,0,51 to 100,20-29,noValue,SC,8.78,8.6,3
26483,8,2+,0 to 50,noValue,0 to 100,NY,16.33,6.65,7
26486,15,0,0 to 50,noValue,0 to 100,NJ,3.22,6.22,5
26487,10,1,0 to 50,20-29,101 to 200,WA,9.64,4.69,4
26490,17,0,noValue,noValue,101 to 200,MI,3.22,3.52,3
26495,7,1,noValue,20-29,noValue,AZ,3.78,6.24,3
26497,13,2+,151+,65+,noValue,IA,4.8,1.66,2
26498,15,0,51 to 100,50-59,noValue,LA,1.56,1.75,2
26499,8,0,51 to 100,65+,noValue,NC,2.82,7.7,6
26501,6,2+,51 to 100,noValue,101 to 200,GA,0.0,9.07,3
26502,28,0,0 to 50,noValue,noValue,NY,3.83,3.51,3
26506,7,2+,0 to 50,noValue,noValue,PA,3.5,1.95,2
26511,28,0,0 to 50,noValue,101 to 200,NY,1.58,4.83,3
26512,30,2+,101 to 150,40-49,201 to 500,CT,0.0,4.22,3
26515,8,2+,0 to 50,18-19,noValue,IN,5.52,4.83,2
26519,8,0,noValue,60-64,noValue,PA,10.6,4.89,5
26521,5,0,51 to 100,60-64,noValue,CA,1.13,0.0,3
26524,8,2+,101 to 150,noValue,noValue,GA,17.58,1.79,7
26527,19,2+,0 to 50,40-49,noValue,SC,1.96,1.57,4
26528,4,0,51 to 100,20-29,noValue,TX,10.76,5.39,3
26533,15,2+,51 to 100,noValue,noValue,MI,8.7,1.4,5
26534,5,0,51 to 100,65+,noValue,GA,0.67,2.94,2
26538,9,0,0 to 50,noValue,201 to 500,MA,8.27,16.29,5
26539,4,1,51 to 100,noValue,noValue,FL,13.13,1.9,6
26540,3,0,0 to 50,noValue,noValue,CA,8.78,9.48,4
26542,12,0,51 to 100,noValue,noValue,MI,6.5,0.0,3
26550,18,2+,0 to 50,40-49,noValue,KY,3.78,2.6,3
26552,14,2+,0 to 50,50-59,noValue,MD,1.35,2.26,2
26555,11,2+,51 to 100,40-49,noValue,NJ,7.83,0.25,5
26564,13,0,51 to 100,50-59,noValue,NJ,4.45,9.26,6
26566,9,2+,0 to 50,noValue,noValue,LA,0.5,1.43,3
26567,8,2+,51 to 100,30-39,noValue,GA,1.43,16.52,6
26570,5,2+,0 to 50,noValue,noValue,PA,6.23,2.24,3
26574,15,0,0 to 50,60-64,0 to 100,KY,2.86,7.25,3
26576,12,0,0 to 50,noValue,101 to 200,FL,5.11,0.0,2
26586,20,2+,0 to 50,50-59,101 to 200,LA,21.75,3.8,6
26587,7,0,51 to 100,40-49,noValue,TX,2.23,0.0,3
26592,19,1,51 to 100,noValue,noValue,MA,17.57,2.5,5
26593,6,2+,51 to 100,noValue,noValue,MI,4.67,0.59,2
26600,15,0,0 to 50,60-64,noValue,TN,18.71,0.0,4
26602,16,2+,51 to 100,noValue,noValue,CA,7.85,2.59,3
26621,8,2+,0 to 50,30-39,noValue,NY,6.38,0.0,2
26625,12,0,51 to 100,noValue,noValue,CT,20.84,3.76,5
26635,8,2+,51 to 100,noValue,noValue,SC,13.73,5.06,7
26636,7,2+,0 to 50,60-64,101 to 200,PA,4.67,0.3,4
26642,17,2+,51 to 100,40-49,101 to 200,NC,2.31,5.96,4
26649,19,2+,noValue,30-39,noValue,NY,3.95,5.41,3
26651,12,2+,101 to 150,50-59,noValue,DE,7.08,3.15,3
26653,11,1,51 to 100,noValue,noValue,UT,6.66,1.31,3
26655,4,0,51 to 100,65+,101 to 200,GA,10.95,1.99,6
26657,18,1,51 to 100,noValue,noValue,NY,17.93,5.48,8
26663,17,2+,51 to 100,40-49,noValue,ID,3.48,3.2,2
26670,11,0,noValue,65+,noValue,NH,9.34,6.22,6
26674,10,0,0 to 50,60-64,201 to 500,FL,0.0,0.7,2
26679,5,1,noValue,65+,noValue,GA,0.0,3.81,4
26681,12,0,51 to 100,50-59,101 to 200,FL,1.77,4.81,4
26682,8,2+,51 to 100,noValue,noValue,NH,9.7,4.61,5
26683,9,2+,101 to 150,noValue,noValue,TX,9.04,0.0,3
26688,4,2+,151+,40-49,noValue,PA,3.74,0.0,3
26689,24,2+,51 to 100,30-39,noValue,NY,1.89,0.34,2
26695,9,1,0 to 50,40-49,201 to 500,NY,21.69,3.57,8
26700,26,0,51 to 100,noValue,noValue,FL,4.43,6.31,2
26702,14,2+,0 to 50,30-39,noValue,CA,4.48,5.18,2
26703,29,0,0 to 50,65+,noValue,FL,39.04,8.8,11
26706,9,2+,0 to 50,noValue,noValue,PA,21.49,9.6,8
26710,10,2+,0 to 50,noValue,noValue,FL,4.31,6.3,5
26711,12,0,51 to 100,30-39,noValue,CA,11.71,12.99,6
26712,9,2+,151+,40-49,101 to 200,OH,1.45,3.24,4
26716,10,0,0 to 50,noValue,noValue,PA,1.92,5.2,2
26718,26,0,51 to 100,50-59,noValue,CA,1.86,3.57,3
26720,12,2+,101 to 150,30-39,101 to 200,MI,3.3,1.81,4
26731,17,1,101 to 150,60-64,noValue,AL,17.46,3.08,9
26733,16,2+,0 to 50,20-29,noValue,NC,13.94,9.66,6
26745,28,0,0 to 50,50-59,201 to 500,MA,4.87,3.92,4
26746,16,1,noValue,noValue,201 to 500,CA,6.13,0.0,3
26747,19,0,101 to 150,60-64,noValue,FL,3.83,4.52,3
26749,10,1,51 to 100,30-39,201 to 500,CA,0.33,0.19,3
26750,11,2+,0 to 50,40-49,noValue,CT,0.0,2.84,3
26752,9,2+,0 to 50,30-39,noValue,FL,9.87,5.04,7
26757,7,1,0 to 50,60-64,noValue,CA,8.55,0.99,3
26758,9,0,0 to 50,30-39,noValue,CT,5.96,3.25,5
26760,15,2+,51 to 100,noValue,101 to 200,IN,2.38,5.66,5
26772,7,2+,151+,40-49,501+,NY,5.22,8.13,4
26773,5,2+,0 to 50,40-49,noValue,NY,0.0,7.8,4
26776,7,2+,151+,40-49,noValue,MI,3.24,1.43,3
26782,18,0,0 to 50,30-39,noValue,FL,2.71,6.52,4
26783,12,2+,0 to 50,50-59,0 to 100,TN,7.36,2.44,6
26791,14,2+,51 to 100,noValue,201 to 500,WA,3.95,11.47,4
26792,10,0,51 to 100,50-59,101 to 200,GA,3.88,3.6,3
26793,6,2+,0 to 50,30-39,noValue,KY,2.18,1.83,2
26797,11,2+,51 to 100,40-49,noValue,VA,6.82,4.17,2
26805,15,2+,51 to 100,30-39,101 to 200,CA,1.68,13.22,6
26808,24,2+,51 to 100,noValue,noValue,IL,6.52,4.09,4
26814,9,0,noValue,noValue,noValue,MD,2.35,5.03,2
26818,5,2+,51 to 100,40-49,101 to 200,PA,2.44,11.64,3
26823,8,0,51 to 100,65+,noValue,MD,0.14,13.23,5
26824,11,0,0 to 50,20-29,noValue,NJ,11.1,3.99,4
26826,15,2+,noValue,40-49,noValue,NJ,12.23,6.75,9
26827,8,2+,51 to 100,40-49,noValue,LA,3.95,4.35,2
26828,14,2+,51 to 100,40-49,noValue,MI,2.55,0.0,2
26832,14,2+,51 to 100,20-29,noValue,ME,6.04,0.44,2
26834,10,2+,51 to 100,noValue,noValue,CA,29.84,9.97,10
26837,16,1,0 to 50,65+,noValue,PA,6.71,2.18,6
26838,4,0,0 to 50,60-64,noValue,IN,5.28,4.15,4
26840,11,0,101 to 150,50-59,noValue,FL,3.63,0.0,2
26845,22,2+,0 to 50,noValue,noValue,NY,1.59,0.0,3
26846,11,2+,0 to 50,noValue,noValue,MI,10.01,7.01,9
26851,8,2+,0 to 50,50-59,noValue,OH,10.76,12.78,5
26855,17,2+,noValue,50-59,noValue,VA,0.3,2.48,3
26856,11,2+,101 to 150,noValue,noValue,VA,8.96,3.59,6
26858,11,1,51 to 100,50-59,101 to 200,NC,5.97,6.18,6
26863,8,0,51 to 100,noValue,noValue,AR,3.9,4.18,4
26867,7,2+,101 to 150,30-39,noValue,PA,5.8,8.54,4
26872,5,2+,0 to 50,20-29,0 to 100,SC,6.26,0.0,5
26873,18,0,0 to 50,40-49,201 to 500,OR,7.0,5.84,4
26874,9,0,0 to 50,noValue,noValue,NC,17.67,13.28,8
26876,4,2+,51 to 100,30-39,noValue,MI,5.36,1.52,4
26877,8,0,noValue,40-49,noValue,TX,6.36,8.07,2
26881,20,0,0 to 50,65+,101 to 200,MI,5.22,4.32,3
26882,8,2+,101 to 150,noValue,noValue,CA,2.03,7.52,4
26894,7,2+,0 to 50,65+,noValue,MI,1.55,6.28,4
26897,27,2+,51 to 100,50-59,noValue,FL,24.5,5.45,8
26902,13,1,51 to 100,noValue,noValue,FL,9.44,3.67,5
26915,11,2+,noValue,65+,noValue,AL,19.33,10.94,7
26916,5,1,0 to 50,30-39,noValue,CT,0.29,4.91,4
26920,14,2+,noValue,40-49,101 to 200,GA,7.74,0.0,2
26922,11,2+,51 to 100,40-49,noValue,PA,7.78,12.38,5
26936,11,2+,51 to 100,40-49,noValue,NY,12.47,0.0,5
26942,12,2+,51 to 100,40-49,noValue,MD,7.65,0.0,2
26950,15,0,0 to 50,50-59,noValue,NJ,11.56,6.56,10
26954,10,0,noValue,noValue,101 to 200,FL,12.95,1.37,6
26957,5,2+,51 to 100,noValue,201 to 500,AL,13.77,2.06,5
26971,6,0,51 to 100,20-29,noValue,OH,3.2,3.96,3
26975,21,2+,0 to 50,20-29,101 to 200,NY,14.34,8.54,10
26985,9,2+,51 to 100,40-49,noValue,NJ,9.45,1.93,8
26987,22,1,151+,noValue,noValue,NY,16.37,3.66,10
26989,10,2+,0 to 50,30-39,noValue,CA,0.58,6.26,2
26991,9,2+,101 to 150,50-59,noValue,AL,2.73,1.42,3
26992,9,0,51 to 100,noValue,noValue,CA,6.28,3.72,4
26994,17,0,0 to 50,noValue,noValue,FL,6.0,7.03,4
26998,25,0,0 to 50,65+,201 to 500,CA,5.47,4.26,4
27001,11,2+,0 to 50,40-49,noValue,VA,18.45,3.51,5
27009,8,2+,101 to 150,noValue,noValue,MD,20.28,4.71,5
27013,9,0,0 to 50,30-39,noValue,NY,1.46,3.35,5
27014,8,2+,101 to 150,noValue,101 to 200,SC,4.26,0.0,2
27018,18,0,51 to 100,noValue,noValue,NY,0.0,0.95,2
27019,25,0,51 to 100,65+,noValue,CA,6.8,7.18,5
27020,14,2+,0 to 50,40-49,0 to 100,MI,4.11,4.75,4
27023,16,0,51 to 100,65+,noValue,NJ,7.82,7.27,6
27028,17,1,0 to 50,noValue,noValue,NC,0.65,2.64,2
27029,12,2+,noValue,65+,101 to 200,CA,2.51,2.0,5
27031,12,2+,101 to 150,noValue,noValue,PA,1.94,0.0,2
27033,6,1,51 to 100,30-39,201 to 500,PA,30.5,3.18,9
27035,12,0,51 to 100,50-59,noValue,GA,27.56,1.42,6
27040,8,0,101 to 150,60-64,noValue,OH,1.41,7.95,2
27042,20,1,0 to 50,noValue,0 to 100,FL,2.78,0.54,5
27043,10,2+,51 to 100,40-49,noValue,NC,19.09,7.14,7
27045,13,2+,51 to 100,40-49,noValue,KY,2.62,2.26,2
27051,8,2+,0 to 50,noValue,101 to 200,VT,4.83,4.14,3
27052,9,2+,noValue,20-29,0 to 100,WV,6.09,4.46,4
27054,9,2+,101 to 150,40-49,noValue,CT,6.32,8.88,6
27056,6,2+,0 to 50,50-59,noValue,NY,2.46,5.13,3
27060,29,2+,0 to 50,noValue,noValue,CA,3.02,8.51,6
27061,5,0,51 to 100,50-59,0 to 100,SC,4.98,0.53,5
27062,5,0,0 to 50,65+,noValue,NC,5.84,5.31,4
27066,9,1,0 to 50,noValue,noValue,MI,8.54,3.69,5
27067,26,0,51 to 100,50-59,501+,NY,3.5,6.95,4
27069,9,0,51 to 100,60-64,noValue,LA,5.27,7.68,5
27076,8,2+,51 to 100,60-64,noValue,CA,8.91,0.0,5
27080,14,0,0 to 50,65+,101 to 200,SC,6.6,2.16,5
27081,2,0,0 to 50,50-59,0 to 100,GA,15.79,8.16,8
27082,9,0,0 to 50,50-59,noValue,CA,12.32,0.0,8
27084,14,0,0 to 50,20-29,noValue,CA,9.51,2.61,4
27085,7,0,51 to 100,50-59,noValue,FL,5.22,0.84,4
27090,13,1,0 to 50,noValue,101 to 200,GA,8.56,9.21,7
27091,19,2+,noValue,40-49,noValue,NC,5.54,10.52,5
27095,5,0,0 to 50,60-64,noValue,CA,11.61,13.23,7
27096,8,1,0 to 50,50-59,noValue,CA,2.88,0.82,4
27100,18,0,0 to 50,noValue,201 to 500,NJ,9.17,4.21,3
27104,9,2+,0 to 50,40-49,101 to 200,GA,0.0,3.09,2
27108,18,2+,0 to 50,noValue,noValue,CA,2.02,3.84,4
27109,12,1,51 to 100,noValue,noValue,FL,1.1,2.83,2
27118,17,0,51 to 100,60-64,201 to 500,CA,13.28,5.87,7
27121,10,2+,noValue,40-49,noValue,LA,16.51,5.6,6
27124,11,2+,0 to 50,30-39,101 to 200,NC,7.56,2.07,4
27128,13,2+,51 to 100,50-59,noValue,NH,12.41,2.97,6
27130,14,2+,51 to 100,noValue,noValue,NJ,6.42,14.72,4
27131,9,0,0 to 50,noValue,noValue,AZ,14.6,4.78,3
27135,10,1,0 to 50,noValue,noValue,MI,6.76,2.2,5
27140,5,2+,51 to 100,40-49,101 to 200,SC,2.95,8.2,4
27141,6,0,51 to 100,50-59,noValue,FL,1.54,4.09,2
27142,8,0,51 to 100,30-39,noValue,TX,16.69,8.15,4
27144,8,0,0 to 50,50-59,noValue,LA,12.37,0.98,6
27146,9,0,0 to 50,40-49,noValue,GA,11.5,7.38,6
27147,3,2+,noValue,noValue,101 to 200,SC,25.35,4.68,9
27153,22,2+,0 to 50,40-49,noValue,MD,6.22,1.93,2
27156,18,2+,51 to 100,30-39,noValue,CA,19.84,8.22,8
27159,8,2+,noValue,40-49,noValue,NJ,5.98,0.94,6
27164,10,0,101 to 150,65+,noValue,MD,8.96,7.1,5
27174,18,0,0 to 50,20-29,201 to 500,MA,4.01,5.65,8
27175,13,2+,51 to 100,40-49,201 to 500,CA,10.94,4.23,4
27185,4,0,51 to 100,50-59,noValue,MD,2.5,3.7,4
27186,19,2+,51 to 100,noValue,101 to 200,MI,2.15,4.95,2
27193,17,2+,noValue,30-39,0 to 100,NY,1.58,2.09,2
27194,11,0,51 to 100,noValue,noValue,CT,5.54,3.68,2
27207,8,1,51 to 100,20-29,0 to 100,NY,11.9,3.48,7
27209,12,1,0 to 50,30-39,201 to 500,NJ,9.44,0.0,3
27211,13,2+,51 to 100,40-49,201 to 500,CA,2.59,0.93,2
27214,17,2+,noValue,65+,noValue,NC,1.18,3.75,4
27218,15,2+,101 to 150,40-49,noValue,NJ,7.34,9.39,5
27227,20,0,0 to 50,50-59,101 to 200,AL,7.06,3.79,3
27229,12,2+,101 to 150,noValue,101 to 200,LA,0.16,0.24,3
27230,19,2+,0 to 50,noValue,noValue,OH,6.67,5.41,5
27234,17,2+,noValue,50-59,noValue,PA,2.07,8.9,4
27235,23,2+,0 to 50,50-59,noValue,FL,9.1,1.81,7
27236,6,2+,51 to 100,30-39,noValue,LA,4.01,6.06,2
27245,4,0,0 to 50,65+,noValue,GA,0.13,0.61,2
27258,7,0,51 to 100,noValue,noValue,KY,7.22,2.81,3
27260,7,1,51 to 100,40-49,noValue,NC,2.42,6.27,4
27261,10,1,51 to 100,40-49,0 to 100,IN,8.93,6.43,3
27262,16,2+,0 to 50,noValue,noValue,NY,4.06,12.77,4
27264,20,2+,51 to 100,50-59,noValue,FL,4.47,2.12,2
27267,20,1,101 to 150,noValue,noValue,AK,4.5,8.08,4
27277,7,2+,0 to 50,40-49,noValue,TX,4.15,2.65,2
27281,21,2+,0 to 50,30-39,noValue,ME,4.03,1.09,4
27282,9,2+,0 to 50,40-49,0 to 100,NC,11.69,3.03,6
27285,14,0,0 to 50,50-59,101 to 200,MD,10.35,6.29,7
27287,6,0,noValue,noValue,noValue,SC,1.09,2.79,2
27291,8,2+,0 to 50,30-39,noValue,TN,13.15,0.41,6
27293,17,0,0 to 50,50-59,noValue,CA,5.81,5.8,6
27302,18,2+,101 to 150,noValue,noValue,PA,5.9,7.16,3
27310,11,1,noValue,60-64,noValue,IN,7.13,6.58,4
27315,16,1,0 to 50,noValue,noValue,NY,4.68,3.42,2
27321,14,0,0 to 50,20-29,noValue,LA,2.43,3.07,4
27327,3,0,0 to 50,noValue,101 to 200,SC,6.02,6.97,5
27336,11,0,0 to 50,50-59,201 to 500,MD,6.0,1.99,4
27340,5,2+,noValue,40-49,noValue,NY,13.92,8.75,6
27346,13,0,0 to 50,65+,noValue,VA,1.88,6.23,3
27347,8,2+,0 to 50,noValue,noValue,FL,9.41,8.04,4
27350,8,0,0 to 50,noValue,noValue,ME,5.6,1.12,4
27352,10,2+,101 to 150,40-49,noValue,MS,9.73,1.72,3
